brand,processor,ram_gb,storage_gb,storage_type,gpu,screen_size_inch,refresh_rate_hz,battery_wh,weight_kg,has_touchscreen,os,price_idr
Acer,Intel Core i7,8,2048,SSD,NVIDIA RTX 3050,13.3,60,33.3,1.78,0,Windows 10,11600000
Acer,Intel Core i7,8,1024,HDD,NVIDIA RTX 3070,11.6,120,52.8,2.87,0,Windows 11,11100000
Toshiba,Intel Core i9,8,512,SSD,NVIDIA GTX 1650,11.6,165,58.0,1.05,0,Windows 11,7400000
Apple,Apple M1,16,512,NVMe SSD,Apple GPU,11.6,165,49.8,2.42,0,macOS,39100000
Samsung,Intel Core i7,32,1024,NVMe SSD,NVIDIA GTX 1650,11.6,90,85.8,3.15,0,Linux,22000000
Dell,Intel Core i7,32,2048,SSD,Integrated,15.6,165,34.8,2.33,0,Windows 10,25700000
Acer,Intel Core i9,16,512,HDD,AMD Radeon RX 6600,16.0,60,90.1,1.69,0,Linux,11300000
Dell,Intel Core i9,8,128,HDD,NVIDIA RTX 3050,16.0,240,53.3,3.34,0,Chrome OS,4600000
Acer,Intel Core i7,64,256,NVMe SSD,NVIDIA RTX 4060,11.6,60,80.4,1.63,0,Windows 10,24200000
Razer,Intel Core i3,8,512,HDD,NVIDIA GTX 1650,17.3,60,62.0,1.65,0,Windows 11,5600000
Asus,Intel Core i9,16,1024,SSD,NVIDIA RTX 3060,13.3,165,64.1,3.36,0,Windows 10,26800000
Dell,Intel Core i9,64,256,HDD,NVIDIA RTX 4060,13.3,144,52.7,3.38,1,Windows 10,39800000
HP,AMD Ryzen 7,8,256,NVMe SSD,Integrated,15.6,240,52.2,1.13,0,Linux,4800000
Apple,Apple M1,16,1024,SSD,Apple GPU,11.6,120,73.8,3.34,0,macOS,46100000
Razer,Intel Core i3,16,512,SSD,AMD Radeon RX 6600,11.6,60,44.9,3.15,1,Linux,9700000
Apple,Apple M2,8,256,SSD,Apple GPU,17.3,120,64.9,2.47,0,macOS,23100000
Razer,Intel Core i7,32,1024,HDD,NVIDIA GTX 1650,11.6,60,92.7,0.98,0,Chrome OS,21900000
HP,AMD Ryzen 5,32,256,HDD,NVIDIA RTX 3050,11.6,60,82.5,1.51,0,Linux,7000000
Lenovo,AMD Ryzen 7,32,512,SSD,NVIDIA RTX 3070,17.3,60,76.2,1.91,0,Windows 11,22300000
Razer,Intel Core i7,64,256,NVMe SSD,AMD Radeon RX 6600,15.6,165,78.3,3.08,0,Chrome OS,31200000
Apple,Apple M1,8,1024,NVMe SSD,Apple GPU,11.6,60,54.7,1.72,0,macOS,29400000
Lenovo,Intel Core i7,16,512,NVMe SSD,NVIDIA RTX 3060,17.3,60,74.9,2.94,0,Chrome OS,12200000
Apple,Apple M2,16,2048,NVMe SSD,Apple GPU,14.0,144,44.8,3.09,0,macOS,90900000
Lenovo,Intel Core i7,64,256,SSD,NVIDIA RTX 4060,15.6,165,63.8,1.47,0,Linux,30000000
Dell,AMD Ryzen 5,4,512,SSD,NVIDIA RTX 3070,16.0,144,57.4,3.44,1,Linux,5400000
Razer,AMD Ryzen 3,8,512,NVMe SSD,NVIDIA RTX 4060,16.0,120,90.1,3.1,0,Chrome OS,8500000
Razer,Intel Core i5,8,512,SSD,NVIDIA RTX 3070,13.3,144,61.1,1.26,1,Windows 11,12000000
Samsung,AMD Ryzen 3,8,256,NVMe SSD,AMD Radeon RX 6600,16.0,144,72.7,3.28,0,Chrome OS,3600000
HP,AMD Ryzen 9,16,256,NVMe SSD,NVIDIA GTX 1650,13.3,60,74.2,2.25,0,Windows 11,11200000
Apple,Apple M2,8,512,SSD,Apple GPU,13.3,165,48.1,2.11,0,macOS,29900000
MSI,AMD Ryzen 5,16,128,HDD,NVIDIA RTX 4060,16.0,60,83.5,1.59,1,Windows 10,8200000
Lenovo,AMD Ryzen 5,16,256,HDD,NVIDIA RTX 3070,13.3,60,48.6,2.02,1,Windows 10,7400000
Lenovo,Intel Core i5,8,1024,HDD,NVIDIA RTX 3070,15.6,60,90.8,3.05,0,Windows 10,7800000
Toshiba,AMD Ryzen 7,8,512,NVMe SSD,NVIDIA GTX 1650,15.6,60,72.7,3.07,1,Linux,5500000
Toshiba,Intel Core i7,8,256,SSD,NVIDIA RTX 3060,15.6,60,75.8,3.5,0,Linux,5400000
Apple,Apple M2,8,1024,NVMe SSD,Apple GPU,13.3,60,91.6,2.24,0,macOS,40600000
Dell,Intel Core i7,32,1024,SSD,NVIDIA RTX 3050,13.3,165,33.9,2.01,0,Linux,25800000
Toshiba,Intel Core i5,32,256,SSD,NVIDIA RTX 3060,11.6,144,98.7,2.62,1,Chrome OS,7300000
Toshiba,AMD Ryzen 9,16,128,NVMe SSD,NVIDIA RTX 4060,16.0,240,39.8,2.76,1,Windows 11,15700000
Acer,Intel Core i5,16,512,SSD,NVIDIA RTX 3050,17.3,120,88.7,3.18,0,Windows 10,8000000
Razer,AMD Ryzen 5,16,256,SSD,NVIDIA GTX 1650,15.6,60,43.3,1.94,1,Windows 10,9400000
MSI,AMD Ryzen 5,8,256,HDD,NVIDIA RTX 4060,14.0,120,49.2,0.97,1,Linux,7300000
Acer,AMD Ryzen 5,8,256,HDD,NVIDIA RTX 3060,11.6,120,83.1,2.51,0,Windows 10,3600000
Razer,AMD Ryzen 5,16,512,SSD,NVIDIA RTX 3050,13.3,120,35.0,2.62,1,Windows 11,14600000
Dell,Intel Core i3,64,128,NVMe SSD,Integrated,17.3,60,44.7,2.95,1,Windows 11,8200000
Toshiba,Intel Core i3,32,512,SSD,AMD Radeon RX 6600,14.0,120,75.2,1.51,0,Chrome OS,8700000
HP,Intel Core i9,8,128,NVMe SSD,NVIDIA RTX 3070,13.3,60,50.6,1.82,0,Linux,7500000
HP,AMD Ryzen 7,8,512,HDD,NVIDIA GTX 1650,11.6,120,73.0,1.48,0,Windows 11,5500000
Samsung,Intel Core i7,8,512,SSD,NVIDIA RTX 4060,13.3,90,65.9,1.18,0,Chrome OS,8900000
Dell,AMD Ryzen 3,8,256,HDD,NVIDIA RTX 3060,13.3,120,67.6,2.66,0,Windows 11,3900000
HP,AMD Ryzen 5,8,128,HDD,Integrated,17.3,60,98.6,3.46,0,Windows 10,2500000
Dell,Intel Core i5,32,1024,NVMe SSD,Integrated,15.6,60,74.1,2.02,0,Linux,13600000
Asus,Intel Core i9,8,128,HDD,NVIDIA GTX 1650,13.3,60,80.5,1.57,1,Chrome OS,3600000
Dell,Intel Core i5,32,256,HDD,Integrated,17.3,60,98.6,3.16,0,Windows 10,6800000
Dell,AMD Ryzen 7,8,512,SSD,Integrated,11.6,144,97.6,3.28,0,Windows 11,5900000
MSI,AMD Ryzen 3,8,1024,HDD,NVIDIA RTX 3070,14.0,60,37.0,1.61,1,Linux,7600000
HP,Intel Core i9,32,256,HDD,NVIDIA RTX 3050,11.6,144,31.3,1.27,0,Windows 11,14200000
Lenovo,Intel Core i5,16,1024,HDD,NVIDIA RTX 4060,14.0,60,55.3,2.86,0,Windows 11,12000000
HP,Intel Core i5,32,512,SSD,NVIDIA RTX 3070,13.3,165,87.0,2.76,0,Windows 10,18200000
Lenovo,AMD Ryzen 3,16,256,SSD,NVIDIA RTX 3060,17.3,120,44.8,2.81,0,Chrome OS,5900000
Samsung,Intel Core i7,16,512,SSD,NVIDIA RTX 3050,13.3,90,30.5,2.0,1,Linux,12400000
HP,Intel Core i3,16,256,NVMe SSD,AMD Radeon RX 6600,16.0,120,60.8,1.08,0,Linux,5600000
Lenovo,Intel Core i5,8,2048,SSD,NVIDIA RTX 4060,13.3,165,60.9,1.24,0,Windows 11,15500000
Lenovo,AMD Ryzen 5,16,512,NVMe SSD,NVIDIA GTX 1650,11.6,60,62.5,1.54,1,Windows 10,8000000
HP,AMD Ryzen 5,8,1024,NVMe SSD,AMD Radeon RX 6600,16.0,60,61.3,2.92,0,Linux,8600000
Lenovo,Intel Core i5,16,512,SSD,NVIDIA RTX 3050,13.3,120,98.9,2.63,0,Windows 10,9100000
Razer,Intel Core i9,4,512,NVMe SSD,Integrated,15.6,240,35.5,1.76,0,Windows 11,8300000
HP,AMD Ryzen 5,32,1024,NVMe SSD,NVIDIA RTX 3050,17.3,60,32.9,1.44,1,Chrome OS,17100000
HP,Intel Core i5,16,1024,SSD,AMD Radeon RX 6600,13.3,60,98.6,2.59,1,Chrome OS,9500000
Acer,Intel Core i7,8,1024,SSD,NVIDIA GTX 1650,11.6,120,38.1,3.09,0,Windows 10,8000000
Toshiba,Intel Core i9,32,256,NVMe SSD,NVIDIA RTX 3060,17.3,60,97.8,1.28,1,Linux,20000000
Asus,Intel Core i5,8,512,HDD,AMD Radeon RX 6600,14.0,60,97.2,1.02,0,Chrome OS,4300000
Apple,Apple M1,4,512,NVMe SSD,Apple GPU,16.0,60,80.0,3.03,0,macOS,16800000
Razer,Intel Core i7,16,256,NVMe SSD,Integrated,16.0,120,44.9,2.48,0,Windows 11,11200000
Apple,Apple M1,32,2048,NVMe SSD,Apple GPU,16.0,120,61.8,2.86,0,macOS,119300000
Lenovo,Intel Core i9,4,2048,HDD,NVIDIA RTX 3070,17.3,144,48.4,3.17,0,Chrome OS,12500000
Lenovo,Intel Core i9,8,1024,HDD,AMD Radeon RX 6600,13.3,60,38.9,3.15,0,Windows 11,11700000
HP,Intel Core i7,8,512,HDD,AMD Radeon RX 6600,11.6,60,43.4,2.13,0,Windows 11,7800000
Acer,AMD Ryzen 7,16,1024,SSD,NVIDIA RTX 3070,13.3,165,71.2,3.33,1,Chrome OS,17000000
MSI,Intel Core i7,8,256,SSD,NVIDIA RTX 3070,13.3,60,84.1,1.18,1,Chrome OS,7000000
Apple,Apple M2,16,512,NVMe SSD,Apple GPU,11.6,60,77.1,1.75,0,macOS,41300000
MSI,AMD Ryzen 9,8,1024,HDD,NVIDIA RTX 3060,16.0,144,46.6,2.17,0,Linux,15100000
Razer,Intel Core i7,16,256,NVMe SSD,NVIDIA RTX 4060,16.0,60,38.9,1.36,0,Linux,21900000
Samsung,AMD Ryzen 5,32,512,NVMe SSD,Integrated,13.3,60,94.0,2.18,0,Linux,10600000
Acer,Intel Core i7,32,1024,NVMe SSD,AMD Radeon RX 6600,15.6,120,80.9,1.2,0,Linux,27200000
Acer,Intel Core i5,16,512,SSD,NVIDIA GTX 1650,17.3,90,95.3,2.56,1,Linux,6400000
Acer,Intel Core i5,4,512,SSD,NVIDIA RTX 4060,11.6,60,96.2,2.41,0,Linux,3800000
Samsung,AMD Ryzen 7,16,256,SSD,NVIDIA RTX 3070,17.3,144,64.5,3.3,0,Windows 11,13700000
HP,AMD Ryzen 3,8,512,SSD,NVIDIA GTX 1650,11.6,120,88.6,2.23,0,Windows 11,3700000
Dell,Intel Core i5,16,512,NVMe SSD,AMD Radeon RX 6600,17.3,144,97.9,0.96,1,Windows 10,12000000
Lenovo,AMD Ryzen 9,64,128,SSD,NVIDIA RTX 4060,17.3,60,40.9,1.53,1,Windows 11,31400000
Samsung,AMD Ryzen 7,16,256,SSD,NVIDIA RTX 3070,15.6,90,96.3,1.57,0,Linux,12800000
Acer,AMD Ryzen 9,8,256,HDD,NVIDIA RTX 3050,13.3,60,40.6,2.98,1,Chrome OS,4500000
Apple,Apple M2,64,1024,NVMe SSD,Apple GPU,11.6,60,70.5,3.27,0,macOS,138900000
Samsung,Intel Core i7,32,256,NVMe SSD,AMD Radeon RX 6600,13.3,60,81.0,2.2,0,Linux,16000000
Toshiba,AMD Ryzen 7,16,256,HDD,NVIDIA RTX 3060,14.0,120,31.3,1.94,0,Windows 10,7500000
Asus,AMD Ryzen 5,8,512,NVMe SSD,NVIDIA RTX 4060,13.3,165,33.6,3.15,0,Windows 10,9100000
Lenovo,AMD Ryzen 5,32,2048,HDD,NVIDIA RTX 3070,16.0,120,73.5,2.48,1,Windows 10,28700000
Asus,Intel Core i9,8,512,HDD,NVIDIA RTX 4060,13.3,240,61.7,1.27,0,Windows 11,15100000
Acer,AMD Ryzen 5,8,512,HDD,NVIDIA GTX 1650,17.3,90,80.7,1.71,1,Chrome OS,3800000
MSI,AMD Ryzen 9,4,512,NVMe SSD,NVIDIA RTX 3070,15.6,144,89.4,3.21,0,Windows 10,12900000
Razer,Intel Core i3,16,256,HDD,Integrated,16.0,120,32.1,2.51,0,Chrome OS,3600000
Toshiba,Intel Core i5,16,256,NVMe SSD,NVIDIA RTX 3050,11.6,90,98.5,1.9,0,Windows 11,5700000
Apple,Apple M2,8,512,SSD,Apple GPU,17.3,120,76.5,1.17,0,macOS,31300000
Apple,Apple M1,16,256,SSD,Apple GPU,14.0,144,42.3,0.93,0,macOS,28300000
Toshiba,AMD Ryzen 9,32,512,SSD,Integrated,15.6,120,89.4,3.26,0,Windows 11,15700000
Samsung,Intel Core i3,8,1024,HDD,NVIDIA GTX 1650,17.3,144,44.7,1.0,1,Chrome OS,4600000
Toshiba,AMD Ryzen 5,4,256,NVMe SSD,NVIDIA RTX 3070,17.3,144,65.6,3.48,0,Windows 11,4500000
Dell,Intel Core i3,16,512,SSD,Integrated,14.0,120,53.1,2.05,1,Windows 10,4900000
Lenovo,Intel Core i9,16,128,NVMe SSD,Integrated,17.3,60,65.8,3.35,0,Chrome OS,5700000
Razer,AMD Ryzen 7,16,1024,HDD,NVIDIA RTX 3060,17.3,60,99.2,2.11,0,Windows 10,23600000
MSI,Intel Core i7,8,512,HDD,NVIDIA GTX 1650,17.3,60,81.4,1.56,0,Windows 11,8500000
Apple,Apple M2,32,1024,SSD,Apple GPU,17.3,120,31.5,2.78,0,macOS,99500000
Lenovo,Intel Core i5,8,512,HDD,NVIDIA RTX 4060,13.3,90,33.5,1.15,0,Linux,6000000
HP,AMD Ryzen 5,8,512,HDD,NVIDIA GTX 1650,11.6,165,96.4,2.17,1,Chrome OS,3600000
Asus,Intel Core i9,16,1024,SSD,AMD Radeon RX 6600,11.6,60,80.0,3.3,0,Linux,16800000
HP,Intel Core i7,16,2048,NVMe SSD,NVIDIA RTX 3070,13.3,60,64.5,3.08,0,Windows 10,26600000
Toshiba,AMD Ryzen 7,8,512,HDD,AMD Radeon RX 6600,15.6,144,56.0,0.97,0,Windows 10,6000000
HP,Intel Core i9,8,256,HDD,NVIDIA RTX 3060,16.0,144,33.7,2.94,1,Chrome OS,6800000
Lenovo,AMD Ryzen 7,16,512,NVMe SSD,Integrated,16.0,240,85.5,1.39,0,Linux,10700000
Lenovo,Intel Core i7,8,1024,HDD,NVIDIA RTX 4060,14.0,120,76.9,3.21,0,Linux,11200000
Toshiba,AMD Ryzen 5,8,512,HDD,Integrated,11.6,60,36.0,2.35,0,Windows 11,2500000
Acer,Intel Core i9,32,1024,NVMe SSD,NVIDIA RTX 3060,14.0,165,68.8,0.9,0,Windows 11,35100000
Asus,AMD Ryzen 5,16,256,SSD,Integrated,15.6,60,87.3,1.2,0,Windows 11,4700000
Asus,AMD Ryzen 9,64,1024,HDD,Integrated,15.6,120,56.3,3.31,0,Chrome OS,26700000
Lenovo,AMD Ryzen 5,16,256,SSD,NVIDIA GTX 1650,16.0,90,33.4,1.4,1,Chrome OS,4900000
Asus,Intel Core i7,4,1024,SSD,AMD Radeon RX 6600,14.0,60,70.7,2.29,0,Chrome OS,4900000
Razer,Intel Core i7,32,1024,NVMe SSD,NVIDIA GTX 1650,15.6,60,51.6,3.16,1,Windows 10,31200000
Toshiba,AMD Ryzen 9,16,1024,HDD,NVIDIA RTX 4060,11.6,120,87.3,1.35,1,Linux,19800000
Toshiba,Intel Core i5,32,512,NVMe SSD,AMD Radeon RX 6600,16.0,165,66.7,2.56,0,Linux,12600000
Lenovo,AMD Ryzen 5,16,1024,NVMe SSD,NVIDIA RTX 3050,14.0,120,58.7,3.24,1,Linux,13100000
Lenovo,Intel Core i5,16,512,SSD,AMD Radeon RX 6600,13.3,60,46.8,1.99,0,Linux,8300000
Lenovo,AMD Ryzen 9,8,1024,SSD,NVIDIA RTX 3050,16.0,60,83.0,1.76,1,Windows 11,14100000
Asus,AMD Ryzen 9,4,1024,HDD,NVIDIA RTX 3060,16.0,60,72.5,2.26,1,Windows 10,9000000
HP,Intel Core i7,16,512,HDD,NVIDIA RTX 3070,13.3,144,54.6,2.31,0,Linux,11600000
Toshiba,AMD Ryzen 7,8,1024,HDD,NVIDIA RTX 3050,13.3,60,51.3,0.96,0,Windows 10,7200000
Asus,AMD Ryzen 7,8,256,HDD,NVIDIA RTX 3050,17.3,60,45.3,1.24,0,Windows 11,5000000
Apple,Apple M2,32,1024,SSD,Apple GPU,17.3,60,59.9,2.45,0,macOS,85300000
Lenovo,Intel Core i7,16,1024,HDD,NVIDIA RTX 3060,13.3,144,92.2,2.05,0,Chrome OS,14200000
Razer,Intel Core i7,16,1024,HDD,AMD Radeon RX 6600,11.6,60,35.2,3.48,0,Windows 11,16700000
Apple,Apple M1,16,1024,NVMe SSD,Apple GPU,13.3,60,99.9,1.65,0,macOS,49800000
MSI,AMD Ryzen 3,16,512,HDD,NVIDIA GTX 1650,15.6,60,46.3,3.19,0,Linux,6000000
MSI,Intel Core i7,4,256,SSD,NVIDIA RTX 4060,13.3,120,33.8,1.82,0,Chrome OS,6000000
Dell,Intel Core i9,32,1024,HDD,AMD Radeon RX 6600,11.6,60,68.5,3.05,0,Windows 10,26700000
Asus,AMD Ryzen 7,8,256,NVMe SSD,NVIDIA RTX 3070,17.3,90,37.7,1.47,0,Chrome OS,6000000
Asus,Intel Core i7,8,1024,HDD,NVIDIA RTX 3070,17.3,120,33.8,2.63,1,Chrome OS,10300000
Toshiba,AMD Ryzen 5,32,1024,NVMe SSD,NVIDIA RTX 4060,13.3,60,97.6,1.46,1,Windows 11,21600000
Toshiba,Intel Core i3,8,256,HDD,NVIDIA GTX 1650,13.3,120,93.3,1.31,0,Windows 11,2500000
MSI,Intel Core i9,32,1024,NVMe SSD,AMD Radeon RX 6600,11.6,240,37.5,2.22,1,Windows 10,42700000
Apple,Apple M2,32,1024,NVMe SSD,Apple GPU,13.3,60,67.3,1.69,0,macOS,91800000
HP,Intel Core i5,8,256,SSD,NVIDIA RTX 3070,13.3,60,42.6,2.16,1,Linux,5100000
Asus,Intel Core i7,32,128,NVMe SSD,NVIDIA RTX 3060,17.3,120,44.5,1.83,0,Linux,13300000
Lenovo,Intel Core i9,16,256,SSD,NVIDIA RTX 4060,13.3,120,86.1,2.28,0,Linux,15500000
Samsung,AMD Ryzen 9,32,512,NVMe SSD,NVIDIA RTX 3050,15.6,90,86.1,3.11,0,Linux,27200000
Dell,AMD Ryzen 9,16,1024,SSD,NVIDIA RTX 3050,14.0,60,44.7,2.37,0,Chrome OS,16200000
Razer,Intel Core i9,16,1024,HDD,Integrated,13.3,165,36.5,2.01,0,Chrome OS,12800000
Acer,Intel Core i5,8,512,SSD,NVIDIA RTX 4060,17.3,144,77.1,1.02,0,Windows 10,7500000
Lenovo,Intel Core i3,16,1024,NVMe SSD,NVIDIA RTX 3050,17.3,240,67.9,2.66,1,Chrome OS,8500000
Lenovo,AMD Ryzen 7,32,512,HDD,NVIDIA RTX 4060,15.6,144,35.3,2.4,0,Windows 10,23900000
Razer,Intel Core i9,8,512,NVMe SSD,Integrated,11.6,90,88.4,3.09,0,Windows 10,9500000
Dell,Intel Core i3,8,1024,SSD,NVIDIA RTX 3050,11.6,60,61.9,2.73,1,Windows 10,5900000
Razer,Intel Core i3,8,512,NVMe SSD,AMD Radeon RX 6600,14.0,60,88.5,1.16,0,Windows 11,8700000
Acer,Intel Core i5,32,256,NVMe SSD,NVIDIA RTX 3050,15.6,120,87.2,3.39,1,Chrome OS,9400000
Dell,Intel Core i3,16,256,NVMe SSD,NVIDIA RTX 3060,15.6,165,74.5,2.08,1,Chrome OS,6300000
Acer,AMD Ryzen 5,32,256,SSD,Integrated,14.0,90,81.1,0.95,0,Chrome OS,5200000
Samsung,AMD Ryzen 3,16,256,NVMe SSD,Integrated,17.3,165,38.4,2.99,0,Windows 11,6200000
Samsung,AMD Ryzen 7,8,1024,SSD,NVIDIA RTX 3050,11.6,60,30.9,0.95,1,Linux,10700000
Asus,Intel Core i9,16,1024,HDD,AMD Radeon RX 6600,15.6,60,60.3,2.16,0,Chrome OS,16600000
Toshiba,AMD Ryzen 5,8,512,HDD,Integrated,16.0,165,88.5,1.01,0,Chrome OS,2800000
Samsung,AMD Ryzen 3,16,256,NVMe SSD,NVIDIA RTX 3060,13.3,144,76.5,2.27,1,Windows 10,7700000
Acer,Intel Core i9,8,512,NVMe SSD,NVIDIA RTX 3060,15.6,144,37.9,2.91,0,Windows 11,12200000
HP,Intel Core i7,8,256,SSD,Integrated,14.0,120,82.7,3.27,0,Windows 10,4100000
Acer,Intel Core i9,16,1024,NVMe SSD,Integrated,17.3,60,61.0,2.51,1,Windows 10,15900000
Acer,AMD Ryzen 5,16,256,SSD,AMD Radeon RX 6600,17.3,90,52.0,2.41,1,Windows 10,7600000
Razer,AMD Ryzen 3,32,256,SSD,NVIDIA RTX 3050,16.0,144,63.8,3.21,0,Chrome OS,11000000
HP,AMD Ryzen 9,32,256,SSD,NVIDIA RTX 3070,13.3,60,52.7,3.45,0,Windows 10,16300000
HP,Intel Core i5,8,1024,HDD,Integrated,14.0,144,64.0,2.21,0,Windows 11,4000000
Apple,Apple M1,32,1024,SSD,Apple GPU,13.3,60,81.4,2.55,1,macOS,67800000
Acer,AMD Ryzen 7,8,1024,NVMe SSD,AMD Radeon RX 6600,13.3,60,42.0,1.59,0,Linux,9700000
Dell,AMD Ryzen 3,32,1024,NVMe SSD,Integrated,17.3,60,60.7,2.31,1,Windows 11,12500000
Asus,AMD Ryzen 9,16,128,HDD,NVIDIA RTX 3050,11.6,120,92.1,1.86,0,Windows 10,7600000
Toshiba,AMD Ryzen 5,16,512,NVMe SSD,NVIDIA RTX 4060,16.0,60,33.3,2.64,1,Windows 10,11800000
Asus,Intel Core i5,8,512,NVMe SSD,NVIDIA RTX 4060,15.6,144,98.7,3.46,1,Windows 10,9700000
MSI,Intel Core i3,8,1024,HDD,NVIDIA RTX 4060,16.0,60,43.4,1.9,0,Windows 10,8800000
Lenovo,AMD Ryzen 7,16,512,SSD,NVIDIA GTX 1650,16.0,60,83.1,2.48,0,Windows 10,10100000
Asus,AMD Ryzen 3,32,1024,SSD,Integrated,11.6,60,96.4,3.09,1,Linux,8200000
Toshiba,AMD Ryzen 5,8,512,NVMe SSD,NVIDIA RTX 3050,11.6,60,60.1,1.61,1,Windows 11,4700000
Dell,Intel Core i5,16,512,HDD,NVIDIA RTX 3050,16.0,60,97.7,2.27,0,Linux,7500000
Asus,AMD Ryzen 9,8,512,SSD,Integrated,15.6,60,79.2,1.08,0,Chrome OS,5500000
Toshiba,AMD Ryzen 5,8,2048,HDD,NVIDIA RTX 3050,15.6,165,48.8,2.6,0,Windows 11,9000000
Asus,Intel Core i7,16,1024,SSD,NVIDIA RTX 4060,14.0,120,53.1,1.01,0,Windows 11,20400000
Toshiba,AMD Ryzen 7,32,256,HDD,NVIDIA GTX 1650,13.3,60,46.4,1.6,0,Linux,7600000
Acer,Intel Core i5,16,512,NVMe SSD,NVIDIA RTX 3070,14.0,60,59.6,1.68,0,Linux,9200000
Dell,Intel Core i7,16,256,NVMe SSD,Integrated,13.3,60,88.9,2.41,0,Linux,7000000
Acer,Intel Core i7,16,256,SSD,NVIDIA RTX 3050,13.3,120,73.8,1.29,0,Windows 11,7400000
Dell,Intel Core i9,8,256,NVMe SSD,NVIDIA GTX 1650,15.6,90,61.3,1.56,1,Linux,6700000
Asus,AMD Ryzen 7,8,512,HDD,AMD Radeon RX 6600,15.6,60,62.8,1.86,0,Chrome OS,5800000
Toshiba,AMD Ryzen 9,16,256,HDD,NVIDIA GTX 1650,14.0,60,31.6,3.23,0,Linux,6100000
Toshiba,AMD Ryzen 7,16,256,SSD,NVIDIA RTX 4060,14.0,144,89.0,2.88,0,Windows 11,10600000
Acer,Intel Core i5,16,1024,SSD,NVIDIA RTX 3050,15.6,240,98.9,3.4,0,Windows 10,11900000
Asus,AMD Ryzen 5,32,512,NVMe SSD,NVIDIA RTX 3060,11.6,120,87.3,1.0,1,Windows 11,18200000
Asus,Intel Core i9,32,512,HDD,NVIDIA GTX 1650,13.3,144,33.8,2.79,0,Windows 10,17700000
Samsung,AMD Ryzen 3,32,256,HDD,NVIDIA RTX 3050,17.3,60,78.5,1.34,0,Chrome OS,6400000
Acer,AMD Ryzen 7,8,512,HDD,NVIDIA RTX 3070,15.6,144,65.4,3.43,0,Windows 11,8700000
Apple,Apple M2,16,256,NVMe SSD,Apple GPU,16.0,90,64.6,3.4,1,macOS,34700000
Dell,AMD Ryzen 7,8,512,HDD,NVIDIA GTX 1650,11.6,144,76.0,3.39,1,Windows 11,6000000
Razer,Intel Core i5,8,256,HDD,AMD Radeon RX 6600,14.0,60,61.9,2.18,0,Linux,5700000
Samsung,Intel Core i5,32,1024,HDD,Integrated,15.6,144,99.2,1.33,0,Windows 11,14100000
HP,AMD Ryzen 7,16,1024,SSD,NVIDIA GTX 1650,11.6,120,74.1,2.07,0,Linux,11100000
MSI,AMD Ryzen 7,16,256,NVMe SSD,NVIDIA RTX 4060,16.0,144,92.6,3.29,0,Chrome OS,15200000
Dell,AMD Ryzen 9,8,512,SSD,Integrated,15.6,144,70.7,2.76,1,Windows 10,8200000
HP,AMD Ryzen 3,8,512,HDD,Integrated,11.6,120,56.8,1.48,1,Windows 10,2700000
Acer,Intel Core i5,64,256,HDD,NVIDIA GTX 1650,14.0,60,46.2,2.81,0,Windows 11,9700000
Lenovo,AMD Ryzen 3,8,512,NVMe SSD,Integrated,17.3,165,86.4,2.47,0,Linux,3600000
Dell,Intel Core i3,8,512,HDD,NVIDIA RTX 3050,15.6,120,41.0,2.7,0,Windows 11,4800000
Razer,Intel Core i7,16,128,NVMe SSD,NVIDIA RTX 3070,13.3,165,92.0,3.08,1,Windows 10,16200000
Razer,Intel Core i5,32,512,HDD,NVIDIA RTX 3070,17.3,60,44.0,1.73,0,Linux,20700000
Acer,AMD Ryzen 5,32,256,NVMe SSD,NVIDIA RTX 3070,16.0,60,76.9,2.14,0,Linux,13000000
Asus,Intel Core i7,16,1024,HDD,NVIDIA RTX 3050,16.0,120,83.9,2.36,1,Windows 11,15300000
Samsung,Intel Core i9,16,256,NVMe SSD,NVIDIA GTX 1650,11.6,120,33.7,3.34,0,Windows 10,11500000
Apple,Apple M1,8,256,SSD,Apple GPU,11.6,165,69.9,2.82,0,macOS,17300000
Asus,AMD Ryzen 5,32,256,SSD,NVIDIA RTX 3070,16.0,60,99.8,2.85,0,Linux,13400000
HP,Intel Core i5,8,512,NVMe SSD,NVIDIA RTX 4060,16.0,120,40.1,2.71,0,Windows 11,9600000
HP,Intel Core i5,4,1024,HDD,NVIDIA RTX 3050,16.0,144,95.0,1.04,0,Chrome OS,4100000
MSI,Intel Core i9,8,1024,SSD,Integrated,16.0,60,94.0,1.44,0,Linux,10900000
Acer,AMD Ryzen 9,16,512,NVMe SSD,AMD Radeon RX 6600,11.6,60,33.3,0.94,1,Windows 10,16900000
MSI,Intel Core i3,8,1024,SSD,NVIDIA RTX 3070,17.3,120,69.2,0.94,0,Windows 10,10200000
Razer,AMD Ryzen 7,8,256,SSD,NVIDIA GTX 1650,17.3,165,62.9,3.13,0,Windows 11,9100000
Acer,AMD Ryzen 7,16,512,HDD,NVIDIA RTX 3050,15.6,90,91.5,0.93,1,Windows 10,8500000
HP,AMD Ryzen 5,16,512,HDD,NVIDIA RTX 3070,15.6,60,96.8,2.47,1,Windows 11,9400000
Asus,AMD Ryzen 9,8,256,SSD,Integrated,16.0,144,99.3,1.54,0,Windows 11,6100000
Toshiba,AMD Ryzen 5,16,256,SSD,NVIDIA RTX 3050,16.0,60,71.1,2.52,0,Windows 11,5900000
